source,target,edge_type,base_edge_type,dependency_layer,semantic_role,file,line,evidence
tensorflow.python.keras.backend.ContextValueCache,weakref.WeakKeyDictionary,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/backend.py,6381,class ContextValueCache(weakref.WeakKeyDictionary):
tensorflow.python.keras.backend.GraphExecutionFunction,TypeError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/backend.py,3795,raise TypeError('`updates` in a Keras backend function '
tensorflow.python.keras.backend.GraphExecutionFunction,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/backend.py,3837,raise ValueError('Some keys in session_kwargs are not supported at this '
tensorflow.python.keras.backend.GraphExecutionFunction,tensorflow.core.protobuf.config_pb2.CallableOptions,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/backend.py,3860,callable_opts = config_pb2.CallableOptions()
tensorflow.python.keras.backend._DummyEagerGraph,threading.local,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/backend.py,125,class _DummyEagerGraph(threading.local):
tensorflow.python.keras.callbacks.BackupAndRestore,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1588,class BackupAndRestore(Callback):
tensorflow.python.keras.callbacks.BackupAndRestore,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1657,raise ValueError('This Callback\'s method contains Python state and '
tensorflow.python.keras.callbacks.BackupAndRestore,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1660,raise ValueError(
tensorflow.python.keras.callbacks.BackupAndRestore,NotImplementedError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1677,raise NotImplementedError(
tensorflow.python.keras.callbacks.BackupAndRestore,tensorflow.python.keras.distribute.worker_training_state.WorkerTrainingState,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1683,"worker_training_state.WorkerTrainingState(self.model, self.backup_dir))"
tensorflow.python.keras.callbacks.BaseLogger,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,902,class BaseLogger(Callback):
tensorflow.python.keras.callbacks.CSVLogger,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2709,class CSVLogger(Callback):
tensorflow.python.keras.callbacks.CSVLogger,tensorflow.python.platform.gfile.GFile,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2741,"with gfile.GFile(self.filename, 'r') as f:"
tensorflow.python.keras.callbacks.CSVLogger,tensorflow.python.platform.gfile.GFile,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2746,"self.csv_file = gfile.GFile(self.filename, mode)"
tensorflow.python.keras.callbacks.CSVLogger,csv.DictWriter,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2774,self.writer = csv.DictWriter(
tensorflow.python.keras.callbacks.CSVLogger,collections.OrderedDict,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2781,row_dict = collections.OrderedDict({'epoch': epoch})
tensorflow.python.keras.callbacks.CallbackList,tensorflow.python.keras.callbacks.ProgbarLogger,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,275,self._progbar = ProgbarLogger(count_mode='steps')
tensorflow.python.keras.callbacks.CallbackList,tensorflow.python.keras.callbacks.History,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,279,self._history = History()
tensorflow.python.keras.callbacks.CallbackList,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,317,raise ValueError('Unrecognized hook: {}'.format(hook))
tensorflow.python.keras.callbacks.CallbackList,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,585,raise ValueError('Batch-level `Callback`s are not supported with '
tensorflow.python.keras.callbacks.EarlyStopping,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1702,class EarlyStopping(Callback):
tensorflow.python.keras.callbacks.History,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1134,class History(Callback):
tensorflow.python.keras.callbacks.LambdaCallback,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2791,class LambdaCallback(Callback):
tensorflow.python.keras.callbacks.LearningRateScheduler,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1907,class LearningRateScheduler(Callback):
tensorflow.python.keras.callbacks.LearningRateScheduler,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1951,"raise ValueError('Optimizer must have a ""lr"" attribute.')"
tensorflow.python.keras.callbacks.LearningRateScheduler,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1958,"raise ValueError('The output of the ""schedule"" function '"
tensorflow.python.keras.callbacks.LearningRateScheduler,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1961,raise ValueError('The dtype of Tensor should be float')
tensorflow.python.keras.callbacks.ModelCheckpoint,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1173,class ModelCheckpoint(Callback):
tensorflow.python.keras.callbacks.ModelCheckpoint,tensorflow.python.checkpoint.checkpoint_options.CheckpointOptions,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1298,self._options = options or checkpoint_options_lib.CheckpointOptions()
tensorflow.python.keras.callbacks.ModelCheckpoint,TypeError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1300,"raise TypeError('If save_weights_only is True, then `options` must be '"
tensorflow.python.keras.callbacks.ModelCheckpoint,tensorflow.python.saved_model.save_options.SaveOptions,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1304,self._options = options or save_options_lib.SaveOptions()
tensorflow.python.keras.callbacks.ModelCheckpoint,TypeError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1306,"raise TypeError('If save_weights_only is False, then `options` must be'"
tensorflow.python.keras.callbacks.ModelCheckpoint,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1349,raise ValueError('Unrecognized save_freq: {}'.format(self.save_freq))
tensorflow.python.keras.callbacks.ModelCheckpoint,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1367,raise ValueError('Error loading file from {}. Reason: {}'.format(
tensorflow.python.keras.callbacks.ModelCheckpoint,IOError,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1453,raise IOError('Please specify a non-directory filepath for '
tensorflow.python.keras.callbacks.ModelCheckpoint,IOError,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1459,raise IOError('Please specify a non-directory filepath for '
tensorflow.python.keras.callbacks.ModelCheckpoint,KeyError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1474,"raise KeyError('Failed to format this callback filepath: ""{}"". '"
tensorflow.python.keras.callbacks.ProgbarLogger,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,968,class ProgbarLogger(Callback):
tensorflow.python.keras.callbacks.ProgbarLogger,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,993,raise ValueError('Unknown `count_mode`: ' + str(count_mode))
tensorflow.python.keras.callbacks.ProgbarLogger,tensorflow.python.keras.utils.generic_utils.Progbar,constructor_call_composition,constructor_call,composition,owned_component_instantiation,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,1085,self.progbar = Progbar(
tensorflow.python.keras.callbacks.ReduceLROnPlateau,tensorflow.python.keras.callbacks.Callback,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/tensorflow/tensorflow-2.15.0/lib/python3.9/site-packages/tensorflow/python/keras/callbacks.py,2586,class ReduceLROnPlateau(Callback):
