source,target,edge_type,base_edge_type,dependency_layer,semantic_role,file,line,evidence
torch.nn._VF.VFModule,types.ModuleType,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_VF.py,6,class VFModule(types.ModuleType):
torch.nn._functions.thnn.fold.Col2Im,torch.autograd.function.Function,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/fold.py,7,class Col2Im(Function):
torch.nn._functions.thnn.fold.Im2Col,torch.autograd.function.Function,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/fold.py,47,class Im2Col(Function):
torch.nn._functions.thnn.normalization.CrossMapLRN2d,torch.autograd.function.Function,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/normalization.py,8,class CrossMapLRN2d(Function):
torch.nn._functions.thnn.sparse.EmbeddingBag,torch.autograd.function.Function,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,13,class EmbeddingBag(Function):
torch.nn._functions.thnn.sparse.EmbeddingBag,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,39,"raise ValueError(""mode needs to be 'sum' or 'mean', but got {}"""
torch.nn._functions.thnn.sparse.EmbeddingBag,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,50,"raise ValueError(""offsets has to be a 1D Tensor"")"
torch.nn._functions.thnn.sparse.EmbeddingBag,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,53,"raise ValueError(""offsets[0] has to be 0, i.e. the first sequence"""
torch.nn._functions.thnn.sparse.EmbeddingBag,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,57,"raise ValueError(""offsets[-1] has to be smaller than indices's length"""
torch.nn._functions.thnn.sparse.EmbeddingBag,torch.cuda.LongTensor,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,120,_sorted = torch.cuda.LongTensor()
torch.nn._functions.thnn.sparse.EmbeddingBag,torch.cuda.LongTensor,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,121,_indices = torch.cuda.LongTensor()
torch.nn._functions.thnn.sparse.EmbeddingBag,torch.cuda.LongTensor,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,122,_count = torch.cuda.LongTensor()
torch.nn._functions.thnn.sparse.EmbeddingBag,torch.IntTensor,constructor_call_external,constructor_call,external_dependency,external_constructor_call,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/_functions/thnn/sparse.py,124,_count = torch.IntTensor()
torch.nn.backends.backend.FunctionBackend,RuntimeError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/pytorch/pytorch-1.0.0/lib/python3.6/site-packages/torch/nn/backends/backend.py,15,"raise RuntimeError(""Trying to register second function under name "" + name + "" in "" + type(self).__name__)"
