source,target,edge_type,base_edge_type,dependency_layer,semantic_role,file,line,evidence
sklearn._loss.link.BaseLink,abc.ABC,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,89,class BaseLink(ABC):
sklearn._loss.link.BaseLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,109,"interval_y_pred = Interval(-np.inf, np.inf, False, False)"
sklearn._loss.link.HalfLogitLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,193,class HalfLogitLink(BaseLink):
sklearn._loss.link.HalfLogitLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,199,"interval_y_pred = Interval(0, 1, False, False)"
sklearn._loss.link.IdentityLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,156,class IdentityLink(BaseLink):
sklearn._loss.link.Interval,ValueError,constructor_call_exception,constructor_call,control_flow_or_error,exception_instantiation,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,28,raise ValueError(
sklearn._loss.link.LogLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,169,class LogLink(BaseLink):
sklearn._loss.link.LogLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,172,"interval_y_pred = Interval(0, np.inf, False, False)"
sklearn._loss.link.LogitLink,sklearn._loss.link.BaseLink,inheritance,inheritance,inheritance,inheritance,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,181,class LogitLink(BaseLink):
sklearn._loss.link.LogitLink,sklearn._loss.link.Interval,constructor_call_temporary,constructor_call,temporary_object,temporary_or_configuration_instantiation,/home/ota/VM/sklearn/sklearn-1.6.0/lib/python3.9/site-packages/sklearn/_loss/link.py,184,"interval_y_pred = Interval(0, 1, False, False)"
